Row,Col
869,1389
869,1500
870,870
870,1087
870,1390
870,1501
871,871
871,1088
871,1391
871,1502
872,872
872,1089
872,1392
872,1503
873,873
873,1090
873,1393
873,1504
874,874
874,1091
874,1394
874,1505
875,875
875,1092
875,1395
875,1506
876,876
876,1093
876,1396
876,1507
877,877
877,1094
877,1397
877,1508
878,878
878,1095
878,1398
878,1509
879,879
879,1096
879,1399
879,1510
880,880
880,1097
880,1400
880,1511
881,881
881,1098
881,1401
881,1512
882,882
882,1099
882,1402
882,1513
883,883
883,1100
883,1403
883,1514
884,884
884,1101
884,1404
884,1515
885,885
885,1102
885,1405
885,1516
886,886
886,1103
886,1406
886,1517
887,887
887,1104
887,1407
887,1518
888,888
888,1105
888,1280
888,1519
889,889
889,1106
889,1281
889,1520
890,890
890,1107
890,1282
890,1521
891,891
891,1108
891,1283
891,1522
892,892
892,1109
892,1284
892,1523
893,893
893,1110
893,1285
893,1524
894,894
894,1111
894,1286
894,1525
895,895
895,1112
895,1287
895,1526
896,896
896,1121
896,1264
896,1443
897,897
897,1122
897,1265
897,1444
898,898
898,1123
898,1266
898,1445
899,899
899,1124
899,1267
899,1446
900,900
900,1125
900,1268
900,1447
901,901
901,1126
901,1269
901,1448
902,902
902,1127
902,1270
902,1449
903,903
903,1128
903,1271
903,1450
904,904
904,1129
904,1272
904,1451
905,905
905,1130
905,1273
905,1452
906,906
906,1131
906,1274
906,1453
907,907
907,1132
907,1275
907,1454
908,908
908,1133
908,1276
908,1455
909,909
909,1134
909,1277
909,1456
910,910
910,1135
910,1278
910,1457
911,911
911,1136
911,1279
911,1458
912,912
912,1137
912,1152
912,1459
913,913
913,1138
913,1153
913,1460
914,914
914,1139
914,1154
914,1461
915,915
915,1140
915,1155
915,1462
916,916
916,1141
916,1156
916,1463
917,917
917,1142
917,1157
917,1464
918,918
918,1143
918,1158
918,1465
919,919
919,1144
919,1159
919,1466
920,920
920,1145
920,1160
920,1467
921,921
921,1146
921,1161
921,1468
922,922
922,1147
922,1162
922,1469
923,923
923,1148
923,1163
923,1470
924,924
924,1149
924,1164
924,1471
925,925
925,1150
925,1165
925,1472
926,926
926,1151
926,1166
926,1473
927,927
927,1024
927,1167
927,1474
928,928
928,1025
928,1168
928,1475
929,929
929,1026
929,1169
929,1476
930,930
930,1027
930,1170
930,1477
931,931
931,1028
931,1171
931,1478
932,932
932,1029
932,1172
932,1479
933,933
933,1030
933,1173
933,1480
934,934
934,1031
934,1174
934,1481
935,935
935,1032
935,1175
935,1482
936,936
936,1033
936,1176
936,1483
937,937
937,1034
937,1177
937,1484
938,938
938,1035
938,1178
938,1485
939,939
939,1036
939,1179
939,1486
940,940
940,1037
940,1180
940,1487
941,941
941,1038
941,1181
941,1488
942,942
942,1039
942,1182
942,1489
943,943
943,1040
943,1183
943,1490
944,944
944,1041
944,1184
944,1491
945,945
945,1042
945,1185
945,1492
946,946
946,1043
946,1186
946,1493
947,947
947,1044
947,1187
947,1494
948,948
948,1045
948,1188
948,1495
949,949
949,1046
949,1189
949,1496
950,950
950,1047
950,1190
950,1497
951,951
951,1048
951,1191
951,1498
952,952
952,1049
952,1192
952,1499
953,953
953,1050
953,1193
953,1500
954,954
954,1051
954,1194
954,1501
955,955
955,1052
955,1195
955,1502
956,956
956,1053
956,1196
956,1503
957,957
957,1054
957,1197
957,1504
958,958
958,1055
958,1198
958,1505
959,959
959,1056
959,1199
959,1506
960,960
960,1057
960,1200
960,1507
961,961
961,1058
961,1201
961,1508
962,962
962,1059
962,1202
962,1509
963,963
963,1060
963,1203
963,1510
964,964
964,1061
964,1204
964,1511
965,965
965,1062
965,1205
965,1512
966,966
966,1063
966,1206
966,1513
967,967
967,1064
967,1207
967,1514
968,968
968,1065
968,1208
968,1515
969,969
969,1066
969,1209
969,1516
970,970
970,1067
970,1210
970,1517
971,971
971,1068
971,1211
971,1518
972,972
972,1069
972,1212
972,1519
973,973
973,1070
973,1213
973,1520
974,974
974,1071
974,1214
974,1521
975,975
975,1072
975,1215
975,1522
976,976
976,1073
976,1216
976,1523
977,977
977,1074
977,1217
977,1524
978,978
978,1075
978,1218
978,1525
979,979
979,1076
979,1219
979,1526
980,980
980,1077
980,1220
980,1527
981,981
981,1078
981,1221
981,1528
982,982
982,1079
982,1222
982,1529
983,983
983,1080
983,1223
983,1530
984,984
984,1081
984,1224
984,1531
985,985
985,1082
985,1225
985,1532
986,986
986,1083
986,1226
986,1533
987,987
987,1084
987,1227
987,1534
988,988
988,1085
988,1228
988,1535
989,989
989,1086
989,1229
989,1408
990,990
990,1087
990,1230
990,1409
991,991
991,1088
991,1231
991,1410
992,992
992,1089
992,1232
992,1411
993,993
993,1090
993,1233
993,1412
994,994
994,1091
994,1234
994,1413
995,995
995,1092
995,1235
995,1414
996,996
996,1093
996,1236
996,1415
997,997
997,1094
997,1237
997,1416
998,998
998,1095
998,1238
998,1417
999,999
999,1096
999,1239
999,1418
1000,1000
1000,1097
1000,1240
1000,1419
1001,1001
1001,1098
1001,1241
1001,1420
1002,1002
1002,1099
1002,1242
1002,1421
1003,1003
1003,1100
1003,1243
1003,1422
1004,1004
1004,1101
1004,1244
1004,1423
1005,1005
1005,1102
1005,1245
1005,1424
1006,1006
1006,1103
1006,1246
1006,1425
1007,1007
1007,1104
1007,1247
1007,1426
1008,1008
1008,1105
1008,1248
1008,1427
1009,1009
1009,1106
1009,1249
1009,1428
1010,1010
1010,1107
1010,1250
1010,1429
1011,1011
1011,1108
1011,1251
1011,1430
1012,1012
1012,1109
1012,1252
1012,1431
1013,1013
1013,1110
1013,1253
1013,1432
1014,1014
1014,1111
1014,1254
1014,1433
1015,1015
1015,1112
1015,1255
1015,1434
1016,1016
1016,1113
1016,1256
1016,1435
1017,1017
1017,1114
1017,1257
1017,1436
1018,1018
1018,1115
1018,1258
1018,1437
1019,1019
1019,1116
1019,1259
1019,1438
1020,1020
1020,1117
1020,1260
1020,1439
1021,1021
1021,1118
1021,1261
1021,1440
1022,1022
1022,1119
1022,1262
1022,1441
1023,1023
1023,1120
1023,1263
1023,1442
1024,627
1024,670
1024,1024
1025,628
1025,671
1025,1025
1026,629
1026,672
1026,1026
1027,630
1027,673
1027,1027
1028,631
1028,674
1028,1028
1029,632
1029,675
1029,1029
1030,633
1030,676
1030,1030
1031,634
1031,677
1031,1031
1032,635
1032,678
1032,1032
1033,636
1033,679
1033,1033
1034,637
1034,680
1034,1034
1035,638
1035,681
1035,1035
1036,639
1036,682
1036,1036
1037,512
1037,683
1037,1037
1038,513
1038,684
1038,1038
1039,514
1039,685
1039,1039
1040,515
1040,686
1040,1040
1041,516
1041,687
1041,1041
1042,517
1042,688
1042,1042
1043,518
1043,689
1043,1043
1044,519
1044,690
1044,1044
1045,520
1045,691
1045,1045
1046,521
1046,692
1046,1046
1047,522
1047,693
1047,1047
1048,523
1048,694
1048,1048
1049,524
1049,695
1049,1049
1050,525
1050,696
1050,1050
1051,526
1051,697
1051,1051
1052,527
1052,698
1052,1052
1053,528
1053,699
1053,1053
1054,529
1054,700
1054,1054
1055,530
1055,701
1055,1055
1056,531
1056,702
1056,1056
1057,532
1057,703
1057,1057
1058,533
1058,704
1058,1058
1059,534
1059,705
1059,1059
1060,535
1060,706
1060,1060
1061,536
1061,707
1061,1061
1062,537
1062,708
1062,1062
1063,538
1063,709
1063,1063
1064,539
1064,710
1064,1064
1065,540
1065,711
1065,1065
1066,541
1066,712
1066,1066
1067,542
1067,713
1067,1067
1068,543
1068,714
1068,1068
1069,544
1069,715
1069,1069
1070,545
1070,716
1070,1070
1071,546
1071,717
1071,1071
1072,547
1072,718
1072,1072
1073,548
1073,719
1073,1073
1074,549
1074,720
1074,1074
1075,550
1075,721
1075,1075
1076,551
1076,722
1076,1076
1077,552
1077,723
1077,1077
1078,553
1078,724
1078,1078
1079,554
1079,725
1079,1079
1080,555
1080,726
1080,1080
1081,556
1081,727
1081,1081
1082,557
1082,728
1082,1082
1083,558
1083,729
1083,1083
1084,559
1084,730
1084,1084
1085,560
1085,731
1085,1085
1086,561
1086,732
1086,1086
1087,562
1087,733
1087,1087
1088,563
1088,734
1088,1088
1089,564
1089,735
1089,1089
1090,565
1090,736
1090,1090
1091,566
1091,737
1091,1091
1092,567
1092,738
1092,1092
1093,568
1093,739
1093,1093
1094,569
1094,740
1094,1094
1095,570
1095,741
1095,1095
1096,571
1096,742
1096,1096
1097,572
1097,743
1097,1097
1098,573
1098,744
1098,1098
1099,574
1099,745
1099,1099
1100,575
1100,746
1100,1100
1101,576
1101,747
1101,1101
1102,577
1102,748
1102,1102
1103,578
1103,749
1103,1103
1104,579
1104,750
1104,1104
1105,580
1105,751
1105,1105
1106,581
1106,752
1106,1106
1107,582
1107,753
1107,1107
1108,583
1108,754
1108,1108
1109,584
1109,755
1109,1109
1110,585
1110,756
1110,1110
1111,586
1111,757
1111,1111
1112,587
1112,758
1112,1112
1113,588
1113,759
1113,1113
1114,589
1114,760
1114,1114
1115,590
1115,761
1115,1115
1116,591
1116,762
1116,1116
1117,592
1117,763
1117,1117
1118,593
1118,764
1118,1118
1119,594
1119,765
1119,1119
1120,595
1120,766
1120,1120
1121,596
1121,767
1121,1121
1122,597
1122,640
1122,1122
1123,598
1123,641
1123,1123
1124,599
1124,642
1124,1124
1125,600
1125,643
1125,1125
1126,601
1126,644
1126,1126
1127,602
1127,645
1127,1127
1128,603
1128,646
1128,1128
1129,604
1129,647
1129,1129
1130,605
1130,648
1130,1130
1131,606
1131,649
1131,1131
1132,607
1132,650
1132,1132
1133,608
1133,651
1133,1133
1134,609
1134,652
1134,1134
1135,610
1135,653
1135,1135
1136,611
1136,654
1136,1136
1137,612
1137,655
1137,1137
1138,613
1138,656
1138,1138
1139,614
1139,657
1139,1139
1140,615
1140,658
1140,1140
1141,616
1141,659
1141,1141
1142,617
1142,660
1142,1142
1143,618
1143,661
1143,1143
1144,619
1144,662
1144,1144
1145,620
1145,663
1145,1145
1146,621
1146,664
1146,1146
1147,622
1147,665
1147,1147
1148,623
1148,666
1148,1148
1149,624
1149,667
1149,1149
1150,625
1150,668
1150,1150
1151,626
1151,669
1151,1151
1152,699
1152,870
1152,1152
1153,700
1153,871
1153,1153
1154,701
1154,872
1154,1154
1155,702
1155,873
1155,1155
1156,703
1156,874
1156,1156
1157,704
1157,875
1157,1157
1158,705
1158,876
1158,1158
1159,706
1159,877
1159,1159
1160,707
1160,878
1160,1160
1161,708
1161,879
1161,1161
1162,709
1162,880
1162,1162
1163,710
1163,881
1163,1163
1164,711
1164,882
1164,1164
1165,712
1165,883
1165,1165
1166,713
1166,884
1166,1166
1167,714
1167,885
1167,1167
1168,715
1168,886
1168,1168
1169,716
1169,887
1169,1169
1170,717
1170,888
1170,1170
1171,718
1171,889
1171,1171
1172,719
1172,890
1172,1172
1173,720
1173,891
1173,1173
1174,721
1174,892
1174,1174
1175,722
1175,893
1175,1175
1176,723
1176,894
1176,1176
1177,724
1177,895
1177,1177
1178,725
1178,768
1178,1178
1179,726
1179,769
1179,1179
1180,727
1180,770
1180,1180
1181,728
1181,771
1181,1181
1182,729
1182,772
1182,1182
1183,730
1183,773
1183,1183
1184,731
1184,774
1184,1184
1185,732
1185,775
1185,1185
1186,733
1186,776
1186,1186
1187,734
1187,777
1187,1187
1188,735
1188,778
1188,1188
1189,736
1189,779
1189,1189
1190,737
1190,780
1190,1190
1191,738
1191,781
1191,1191
1192,739
1192,782
1192,1192
1193,740
1193,783
1193,1193
1194,741
1194,784
1194,1194
1195,742
1195,785
1195,1195
1196,743
1196,786
1196,1196
1197,744
1197,787
1197,1197
1198,745
1198,788
1198,1198
1199,746
1199,789
1199,1199
1200,747
1200,790
1200,1200
1201,748
1201,791
1201,1201
1202,749
1202,792
1202,1202
1203,750
1203,793
1203,1203
1204,751
1204,794
1204,1204
1205,752
1205,795
1205,1205
1206,753
1206,796
1206,1206
1207,754
1207,797
1207,1207
1208,755
1208,798
1208,1208
1209,756
1209,799
1209,1209
1210,757
1210,800
1210,1210
1211,758
1211,801
1211,1211
1212,759
1212,802
1212,1212
1213,760
1213,803
1213,1213
1214,761
1214,804
1214,1214
1215,762
1215,805
1215,1215
1216,763
1216,806
1216,1216
1217,764
1217,807
1217,1217
1218,765
1218,808
1218,1218
1219,766
1219,809
1219,1219
1220,767
1220,810
1220,1220
1221,640
1221,811
1221,1221
1222,641
1222,812
1222,1222
1223,642
1223,813
1223,1223
1224,643
1224,814
1224,1224
1225,644
1225,815
1225,1225
1226,645
1226,816
1226,1226
1227,646
1227,817
1227,1227
1228,647
1228,818
1228,1228
1229,648
1229,819
1229,1229
1230,649
1230,820
1230,1230
1231,650
1231,821
1231,1231
1232,651
1232,822
1232,1232
1233,652
1233,823
1233,1233
1234,653
1234,824
1234,1234
1235,654
1235,825
1235,1235
1236,655
1236,826
1236,1236
1237,656
1237,827
1237,1237
1238,657
1238,828
1238,1238
1239,658
1239,829
1239,1239
1240,659
1240,830
1240,1240
1241,660
1241,831
1241,1241
1242,661
1242,832
1242,1242
1243,662
1243,833
1243,1243
1244,663
1244,834
1244,1244
1245,664
1245,835
1245,1245
1246,665
1246,836
1246,1246
1247,666
1247,837
1247,1247
1248,667
1248,838
1248,1248
1249,668
1249,839
1249,1249
1250,669
1250,840
1250,1250
1251,670
1251,841
1251,1251
1252,671
1252,842
1252,1252
1253,672
1253,843
1253,1253
1254,673
1254,844
1254,1254
1255,674
1255,845
1255,1255
1256,675
1256,846
1256,1256
1257,676
1257,847
1257,1257
1258,677
1258,848
1258,1258
1259,678
1259,849
1259,1259
1260,679
1260,850
1260,1260
1261,680
1261,851
1261,1261
1262,681
1262,852
1262,1262
1263,682
1263,853
1263,1263
1264,683
1264,854
1264,1264
1265,684
1265,855
1265,1265
1266,685
1266,856
1266,1266
1267,686
1267,857
1267,1267
1268,687
1268,858
1268,1268
1269,688
1269,859
1269,1269
1270,689
1270,860
1270,1270
1271,690
1271,861
1271,1271
1272,691
1272,862
1272,1272
1273,692
1273,863
1273,1273
1274,693
1274,864
1274,1274
1275,694
1275,865
1275,1275
1276,695
1276,866
1276,1276
1277,696
1277,867
1277,1277
1278,697
1278,868
1278,1278
1279,698
1279,869
1279,1279
1280,769
1280,965
1280,1280
1281,770
1281,966
1281,1281
1282,771
1282,967
1282,1282
1283,772
1283,968
1283,1283
1284,773
1284,969
1284,1284
1285,774
1285,970
1285,1285
1286,775
1286,971
1286,1286
1287,776
1287,972
1287,1287
1288,777
1288,973
1288,1288
1289,778
1289,974
1289,1289
1290,779
1290,975
1290,1290
1291,780
1291,976
1291,1291
1292,781
1292,977
1292,1292
1293,782
1293,978
1293,1293
1294,783
1294,979
1294,1294
1295,784
1295,980
1295,1295
1296,785
1296,981
1296,1296
1297,786
1297,982
1297,1297
1298,787
1298,983
1298,1298
1299,788
1299,984
1299,1299
1300,789
1300,985
1300,1300
1301,790
1301,986
1301,1301
1302,791
1302,987
1302,1302
1303,792
1303,988
1303,1303
1304,793
1304,989
1304,1304
1305,794
1305,990
1305,1305
1306,795
1306,991
1306,1306
1307,796
1307,992
1307,1307
1308,797
1308,993
1308,1308
1309,798
1309,994
1309,1309
1310,799
1310,995
1310,1310
1311,800
1311,996
1311,1311
1312,801
1312,997
1312,1312
1313,802
1313,998
1313,1313
1314,803
1314,999
1314,1314
1315,804
1315,1000
1315,1315
1316,805
1316,1001
1316,1316
1317,806
1317,1002
1317,1317
1318,807
1318,1003
1318,1318
1319,808
1319,1004
1319,1319
1320,809
1320,1005
1320,1320
1321,810
1321,1006
1321,1321
1322,811
1322,1007
1322,1322
1323,812
1323,1008
1323,1323
1324,813
1324,1009
1324,1324
1325,814
1325,1010
1325,1325
1326,815
1326,1011
1326,1326
1327,816
1327,1012
1327,1327
1328,817
1328,1013
1328,1328
1329,818
1329,1014
1329,1329
1330,819
1330,1015
1330,1330
1331,820
1331,1016
1331,1331
1332,821
1332,1017
1332,1332
1333,822
1333,1018
1333,1333
1334,823
1334,1019
1334,1334
1335,824
1335,1020
1335,1335
1336,825
1336,1021
1336,1336
1337,826
1337,1022
1337,1337
1338,827
1338,1023
1338,1338
1339,828
1339,896
1339,1339
1340,829
1340,897
1340,1340
1341,830
1341,898
1341,1341
1342,831
1342,899
1342,1342
1343,832
1343,900
1343,1343
1344,833
1344,901
1344,1344
1345,834
1345,902
1345,1345
1346,835
1346,903
1346,1346
1347,836
1347,904
1347,1347
1348,837
1348,905
1348,1348
1349,838
1349,906
1349,1349
1350,839
1350,907
1350,1350
1351,840
1351,908
1351,1351
1352,841
1352,909
1352,1352
1353,842
1353,910
1353,1353
1354,843
1354,911
1354,1354
1355,844
1355,912
1355,1355
1356,845
1356,913
1356,1356
1357,846
1357,914
1357,1357
1358,847
1358,915
1358,1358
1359,848
1359,916
1359,1359
1360,849
1360,917
1360,1360
1361,850
1361,918
1361,1361
1362,851
1362,919
1362,1362
1363,852
1363,920
1363,1363
1364,853
1364,921
1364,1364
1365,854
1365,922
1365,1365
1366,855
1366,923
1366,1366
1367,856
1367,924
1367,1367
1368,857
1368,925
1368,1368
1369,858
1369,926
1369,1369
1370,859
1370,927
1370,1370
1371,860
1371,928
1371,1371
1372,861
1372,929
1372,1372
1373,862
1373,930
1373,1373
1374,863
1374,931
1374,1374
1375,864
1375,932
1375,1375
1376,865
1376,933
1376,1376
1377,866
1377,934
1377,1377
1378,867
1378,935
1378,1378
1379,868
1379,936
1379,1379
1380,869
1380,937
1380,1380
1381,870
1381,938
1381,1381
1382,871
1382,939
1382,1382
1383,872
1383,940
1383,1383
1384,873
1384,941
1384,1384
1385,874
1385,942
1385,1385
1386,875
1386,943
1386,1386
1387,876
1387,944
1387,1387
1388,877
1388,945
1388,1388
1389,878
1389,946
1389,1389
1390,879
1390,947
1390,1390
1391,880
1391,948
1391,1391
1392,881
1392,949
1392,1392
1393,882
1393,950
1393,1393
1394,883
1394,951
1394,1394
1395,884
1395,952
1395,1395
1396,885
1396,953
1396,1396
1397,886
1397,954
1397,1397
1398,887
1398,955
1398,1398
1399,888
1399,956
1399,1399
1400,889
1400,957
1400,1400
1401,890
1401,958
1401,1401
1402,891
1402,959
1402,1402
1403,892
1403,960
1403,1403
1404,893
1404,961
1404,1404
1405,894
1405,962
1405,1405
1406,895
1406,963
1406,1406
1407,768
1407,964
1407,1407
1408,606
1408,995
1408,1408
1409,607
1409,996
1409,1409
1410,608
1410,997
1410,1410
1411,609
1411,998
1411,1411
1412,610
1412,999
1412,1412
1413,611
1413,1000
1413,1413
1414,612
1414,1001
1414,1414
1415,613
1415,1002
1415,1415
1416,614
1416,1003
1416,1416
1417,615
1417,1004
1417,1417
1418,616
1418,1005
1418,1418
1419,617
1419,1006
1419,1419
1420,618
1420,1007
1420,1420
1421,619
1421,1008
1421,1421
1422,620
1422,1009
1422,1422
1423,621
1423,1010
1423,1423
1424,622
1424,1011
1424,1424
1425,623
1425,1012
1425,1425
1426,624
1426,1013
1426,1426
1427,625
1427,1014
1427,1427
1428,626
1428,1015
1428,1428
1429,627
1429,1016
1429,1429
1430,628
1430,1017
1430,1430
1431,629
1431,1018
1431,1431
1432,630
1432,1019
1432,1432
1433,631
1433,1020
1433,1433
1434,632
1434,1021
1434,1434
1435,633
1435,1022
1435,1435
1436,634
1436,1023
1436,1436
1437,635
1437,896
1437,1437
1438,636
1438,897
1438,1438
1439,637
1439,898
1439,1439
1440,638
1440,899
1440,1440
1441,639
1441,900
1441,1441
1442,512
1442,901
1442,1442
1443,513
1443,902
1443,1443
1444,514
1444,903
1444,1444
1445,515
1445,904
1445,1445
1446,516
1446,905
1446,1446
1447,517
1447,906
1447,1447
1448,518
1448,907
1448,1448
1449,519
1449,908
1449,1449
1450,520
1450,909
1450,1450
1451,521
1451,910
1451,1451
1452,522
1452,911
1452,1452
1453,523
1453,912
1453,1453
1454,524
1454,913
1454,1454
1455,525
1455,914
1455,1455
1456,526
1456,915
1456,1456
1457,527
1457,916
1457,1457
1458,528
1458,917
1458,1458
1459,529
1459,918
1459,1459
1460,530
1460,919
1460,1460
1461,531
1461,920
1461,1461
1462,532
1462,921
1462,1462
1463,533
1463,922
1463,1463
1464,534
1464,923
1464,1464
1465,535
1465,924
1465,1465
1466,536
1466,925
1466,1466
1467,537
1467,926
1467,1467
1468,538
1468,927
1468,1468
1469,539
1469,928
1469,1469
1470,540
1470,929
1470,1470
1471,541
1471,930
1471,1471
1472,542
1472,931
1472,1472
1473,543
1473,932
1473,1473
1474,544
1474,933
1474,1474
1475,545
1475,934
1475,1475
1476,546
1476,935
1476,1476
1477,547
1477,936
1477,1477
1478,548
1478,937
1478,1478
1479,549
1479,938
1479,1479
1480,550
1480,939
1480,1480
1481,551
1481,940
1481,1481
1482,552
1482,941
1482,1482
1483,553
1483,942
1483,1483
1484,554
1484,943
1484,1484
1485,555
1485,944
1485,1485
1486,556
1486,945
1486,1486
1487,557
1487,946
1487,1487
1488,558
1488,947
1488,1488
1489,559
1489,948
1489,1489
1490,560
1490,949
1490,1490
1491,561
1491,950
1491,1491
1492,562
1492,951
1492,1492
1493,563
1493,952
1493,1493
1494,564
1494,953
1494,1494
1495,565
1495,954
1495,1495
1496,566
1496,955
1496,1496
1497,567
1497,956
1497,1497
1498,568
1498,957
1498,1498
1499,569
1499,958
1499,1499
1500,570
1500,959
1500,1500
1501,571
1501,960
1501,1501
1502,572
1502,961
1502,1502
1503,573
1503,962
1503,1503
1504,574
1504,963
1504,1504
1505,575
1505,964
1505,1505
1506,576
1506,965
1506,1506
1507,577
1507,966
1507,1507
1508,578
1508,967
1508,1508
1509,579
1509,968
1509,1509
1510,580
1510,969
1510,1510
1511,581
1511,970
1511,1511
1512,582
1512,971
1512,1512
1513,583
1513,972
1513,1513
1514,584
1514,973
1514,1514
1515,585
1515,974
1515,1515
1516,586
1516,975
1516,1516
1517,587
1517,976
1517,1517
1518,588
1518,977
1518,1518
1519,589
1519,978
1519,1519
1520,590
1520,979
1520,1520
1521,591
1521,980
1521,1521
1522,592
1522,981
1522,1522
1523,593
1523,982
1523,1523
1524,594
1524,983
1524,1524
1525,595
1525,984
1525,1525
1526,596
1526,985
1526,1526
1527,597
1527,986
1527,1527
1528,598
1528,987
1528,1528
1529,599
1529,988
1529,1529
1530,600
1530,989
1530,1530
1531,601
1531,990
1531,1531
1532,602
1532,991
1532,1532
1533,603
1533,992
1533,1533
1534,604
1534,993
1534,1534
1535,605
1535,994
1535,1535
